place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
95370 Sonora,zcta,95370,Sonora,37.9844012,-120.3480656,297539,,2016-04-30,10,0,Zillow ZIP-level market for Sonora; mapped with Census 2020 ZCTA 95370 in Tuolumne County.,,,,
95383 Twain Harte,zcta,95383,Twain Harte,38.0929947,-120.2328071,293663,,2016-04-30,10,0,Zillow ZIP-level market for Twain Harte; mapped with Census 2020 ZCTA 95383 in Tuolumne County.,,,,
95321 Groveland,zcta,95321,Groveland,37.9316913,-119.8361513,287108,,2016-04-30,10,0,Zillow ZIP-level market for Groveland; mapped with Census 2020 ZCTA 95321 in Tuolumne County.,,,,
95370 Sonora,zcta,95370,Sonora,37.9844012,-120.3480656,297277,,2016-05-31,10,0,Zillow ZIP-level market for Sonora; mapped with Census 2020 ZCTA 95370 in Tuolumne County.,,,,
95383 Twain Harte,zcta,95383,Twain Harte,38.0929947,-120.2328071,293598,,2016-05-31,10,0,Zillow ZIP-level market for Twain Harte; mapped with Census 2020 ZCTA 95383 in Tuolumne County.,,,,
95321 Groveland,zcta,95321,Groveland,37.9316913,-119.8361513,287376,,2016-05-31,10,0,Zillow ZIP-level market for Groveland; mapped with Census 2020 ZCTA 95321 in Tuolumne County.,,,,
95370 Sonora,zcta,95370,Sonora,37.9844012,-120.3480656,298464,,2016-06-30,10,0,Zillow ZIP-level market for Sonora; mapped with Census 2020 ZCTA 95370 in Tuolumne County.,,,,
95383 Twain Harte,zcta,95383,Twain Harte,38.0929947,-120.2328071,295152,,2016-06-30,10,0,Zillow ZIP-level market for Twain Harte; mapped with Census 2020 ZCTA 95383 in Tuolumne County.,,,,
95321 Groveland,zcta,95321,Groveland,37.9316913,-119.8361513,287948,,2016-06-30,10,0,Zillow ZIP-level market for Groveland; mapped with Census 2020 ZCTA 95321 in Tuolumne County.,,,,
95370 Sonora,zcta,95370,Sonora,37.9844012,-120.3480656,299962,,2016-07-31,10,0,Zillow ZIP-level market for Sonora; mapped with Census 2020 ZCTA 95370 in Tuolumne County.,,,,
95383 Twain Harte,zcta,95383,Twain Harte,38.0929947,-120.2328071,296684,,2016-07-31,10,0,Zillow ZIP-level market for Twain Harte; mapped with Census 2020 ZCTA 95383 in Tuolumne County.,,,,
