place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
90011 Los Angeles,zcta,90011,Los Angeles,34.00709,-118.2586805,288905,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 90011 in Los Angeles County.,,,,
90650 Norwalk,zcta,90650,Norwalk,33.9077898,-118.0824874,400609,,2016-04-30,10,0,Zillow ZIP-level market for Norwalk; mapped with Census 2020 ZCTA 90650 in Los Angeles County.,,,,
91331 Los Angeles,zcta,91331,Los Angeles,34.2552942,-118.4197025,362055,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 91331 in Los Angeles County.,,,,
90044 Los Angeles,zcta,90044,Los Angeles,33.9526526,-118.2920125,319204,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 90044 in Los Angeles County.,,,,
90201 Bell,zcta,90201,Bell,33.9703429,-118.1713681,350957,,2016-04-30,10,0,Zillow ZIP-level market for Bell; mapped with Census 2020 ZCTA 90201 in Los Angeles County.,,,,
90250 Hawthorne,zcta,90250,Hawthorne,33.9136508,-118.350946,493930,1221,2016-04-30,10,0,Zillow ZIP-level market for Hawthorne; mapped with Census 2020 ZCTA 90250 in Los Angeles County.,,1221,Zillow ZORI,
90805 Long Beach,zcta,90805,Long Beach,33.8646171,-118.1805667,362690,1219,2016-04-30,10,0,Zillow ZIP-level market for Long Beach; mapped with Census 2020 ZCTA 90805 in Los Angeles County.,,1219,Zillow ZORI,
90280 South Gate,zcta,90280,South Gate,33.9441585,-118.1927614,364955,,2016-04-30,10,0,Zillow ZIP-level market for South Gate; mapped with Census 2020 ZCTA 90280 in Los Angeles County.,,,,
91342 Los Angeles,zcta,91342,Los Angeles,34.3265845,-118.3822613,424012,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 91342 in Los Angeles County.,,,,
91744 La Puente,zcta,91744,La Puente,34.0313002,-117.9367767,387308,,2016-04-30,10,0,Zillow ZIP-level market for La Puente; mapped with Census 2020 ZCTA 91744 in Los Angeles County.,,,,
93550 Palmdale,zcta,93550,Palmdale,34.4103344,-118.0599568,206649,,2016-04-30,10,0,Zillow ZIP-level market for Palmdale; mapped with Census 2020 ZCTA 93550 in Los Angeles County.,,,,
90706 Bellflower,zcta,90706,Bellflower,33.8878214,-118.1272504,441996,,2016-04-30,10,0,Zillow ZIP-level market for Bellflower; mapped with Census 2020 ZCTA 90706 in Los Angeles County.,,,,
93535 Lancaster,zcta,93535,Lancaster,34.6983916,-117.8899453,186814,,2016-04-30,10,0,Zillow ZIP-level market for Lancaster; mapped with Census 2020 ZCTA 93535 in Los Angeles County.,,,,
91335 Los Angeles,zcta,91335,Los Angeles,34.2001746,-118.5409577,434095,1514,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 91335 in Los Angeles County.,,1514,Zillow ZORI,
93536 Lancaster,zcta,93536,Lancaster,34.7376703,-118.3874244,279970,,2016-04-30,10,0,Zillow ZIP-level market for Lancaster; mapped with Census 2020 ZCTA 93536 in Los Angeles County.,,,,
91706 Baldwin Park,zcta,91706,Baldwin Park,34.0974098,-117.9682691,383272,,2016-04-30,10,0,Zillow ZIP-level market for Baldwin Park; mapped with Census 2020 ZCTA 91706 in Los Angeles County.,,,,
90003 Los Angeles,zcta,90003,Los Angeles,33.9640773,-118.2736836,290359,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 90003 in Los Angeles County.,,,,
90255 Huntington Park,zcta,90255,Huntington Park,33.9792475,-118.217438,349059,,2016-04-30,10,0,Zillow ZIP-level market for Huntington Park; mapped with Census 2020 ZCTA 90255 in Los Angeles County.,,,,
91766 Pomona,zcta,91766,Pomona,34.0422858,-117.7561062,390508,,2016-04-30,10,0,Zillow ZIP-level market for Pomona; mapped with Census 2020 ZCTA 91766 in Los Angeles County.,,,,
90026 Los Angeles,zcta,90026,Los Angeles,34.0789913,-118.2638036,798062,1869,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 90026 in Los Angeles County.,,1869,Zillow ZORI,
91402 Los Angeles,zcta,91402,Los Angeles,34.2225061,-118.4446893,378994,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 91402 in Los Angeles County.,,,,
90262 Lynwood,zcta,90262,Lynwood,33.9238313,-118.2013519,342983,,2016-04-30,10,0,Zillow ZIP-level market for Lynwood; mapped with Census 2020 ZCTA 90262 in Los Angeles County.,,,,
90037 Los Angeles,zcta,90037,Los Angeles,34.0026603,-118.2875072,341840,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 90037 in Los Angeles County.,,,,
90022 East Los Angeles,zcta,90022,East Los Angeles,34.0237282,-118.1562745,357026,,2016-04-30,10,0,Zillow ZIP-level market for East Los Angeles; mapped with Census 2020 ZCTA 90022 in Los Angeles County.,,,,
90731 Los Angeles,zcta,90731,Los Angeles,33.7323531,-118.2781507,514441,,2016-04-30,10,0,Zillow ZIP-level market for Los Angeles; mapped with Census 2020 ZCTA 90731 in Los Angeles County.,,,,
