place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,350324,,2016-04-30,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,159829,,2016-04-30,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,351381,,2016-05-31,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,160062,,2016-05-31,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,352749,,2016-06-30,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,160126,,2016-06-30,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,353624,,2016-07-31,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,158707,,2016-07-31,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,354809,,2016-08-31,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,157900,,2016-08-31,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,356500,,2016-09-30,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,157421,,2016-09-30,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,358417,,2016-10-31,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,158817,,2016-10-31,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,360110,,2016-11-30,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,160074,,2016-11-30,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,360934,,2016-12-31,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,161634,,2016-12-31,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
93514 Bishop,zcta,93514,Bishop,37.4921149,-118.3904081,361237,,2017-01-31,10,0,Zillow ZIP-level market for Bishop; mapped with Census 2020 ZCTA 93514 in Inyo County.,,,,
93527 Inyokern,zcta,93527,Inyokern,35.9229319,-118.078936,162721,,2017-01-31,10,0,Zillow ZIP-level market for Inyokern; mapped with Census 2020 ZCTA 93527 in Inyo County.,,,,
