place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
93257 Porterville,zcta,93257,Porterville,35.9808583,-118.8893149,165211,,2016-04-30,10,0,Zillow ZIP-level market for Porterville; mapped with Census 2020 ZCTA 93257 in Tulare County.,,,,
93274 Tulare,zcta,93274,Tulare,36.1779345,-119.3799754,182730,,2016-04-30,10,0,Zillow ZIP-level market for Tulare; mapped with Census 2020 ZCTA 93274 in Tulare County.,,,,
93291 Visalia,zcta,93291,Visalia,36.391777,-119.3728419,232214,,2016-04-30,10,0,Zillow ZIP-level market for Visalia; mapped with Census 2020 ZCTA 93291 in Tulare County.,,,,
93277 Visalia,zcta,93277,Visalia,36.301334,-119.3725855,200349,,2016-04-30,10,0,Zillow ZIP-level market for Visalia; mapped with Census 2020 ZCTA 93277 in Tulare County.,,,,
93292 Visalia,zcta,93292,Visalia,36.366243,-119.2116355,211104,,2016-04-30,10,0,Zillow ZIP-level market for Visalia; mapped with Census 2020 ZCTA 93292 in Tulare County.,,,,
93618 Dinuba,zcta,93618,Dinuba,36.5221175,-119.3866282,178036,,2016-04-30,10,0,Zillow ZIP-level market for Dinuba; mapped with Census 2020 ZCTA 93618 in Tulare County.,,,,
93247 Lindsay,zcta,93247,Lindsay,36.2017347,-119.0834779,145150,,2016-04-30,10,0,Zillow ZIP-level market for Lindsay; mapped with Census 2020 ZCTA 93247 in Tulare County.,,,,
93221 Exeter,zcta,93221,Exeter,36.2963943,-119.0299352,205868,,2016-04-30,10,0,Zillow ZIP-level market for Exeter; mapped with Census 2020 ZCTA 93221 in Tulare County.,,,,
93647 Orosi,zcta,93647,Orosi,36.6007599,-119.1754848,146696,,2016-04-30,10,0,Zillow ZIP-level market for Orosi; mapped with Census 2020 ZCTA 93647 in Tulare County.,,,,
93286 Woodlake,zcta,93286,Woodlake,36.4627099,-119.0932419,157859,,2016-04-30,10,0,Zillow ZIP-level market for Woodlake; mapped with Census 2020 ZCTA 93286 in Tulare County.,,,,
93219 Tulare,zcta,93219,Tulare,35.8882375,-119.2949573,115018,,2016-04-30,10,0,Zillow ZIP-level market for Tulare; mapped with Census 2020 ZCTA 93219 in Tulare County.,,,,
93223 Farmersville,zcta,93223,Farmersville,36.3011122,-119.207875,132994,,2016-04-30,10,0,Zillow ZIP-level market for Farmersville; mapped with Census 2020 ZCTA 93223 in Tulare County.,,,,
93615 Cutler,zcta,93615,Cutler,36.5037388,-119.2838461,135935,,2016-04-30,10,0,Zillow ZIP-level market for Cutler; mapped with Census 2020 ZCTA 93615 in Tulare County.,,,,
93267 Strathmore,zcta,93267,Strathmore,36.1436233,-119.073877,138095,,2016-04-30,10,0,Zillow ZIP-level market for Strathmore; mapped with Census 2020 ZCTA 93267 in Tulare County.,,,,
93256 Pixley,zcta,93256,Pixley,35.9717308,-119.3135106,120381,,2016-04-30,10,0,Zillow ZIP-level market for Pixley; mapped with Census 2020 ZCTA 93256 in Tulare County.,,,,
