fips,date,zhvi
Mariposa County,2018-05-31,310770.80628270126
Trinity County,2018-05-31,268021.47523979686
Mono County,2018-05-31,567847.3314677367
Modoc County,2018-05-31,125161.81084352406
Sierra County,2018-05-31,213441.17700304263
Alpine County,2018-05-31,407620.9191538749
Los Angeles County,2018-06-30,626367.7244425282
San Diego County,2018-06-30,626961.1859507897
Orange County,2018-06-30,768210.7065899171
Riverside County,2018-06-30,391819.3665322441
San Bernardino County,2018-06-30,343563.8179393934
Santa Clara County,2018-06-30,1312045.2084783998
Alameda County,2018-06-30,923934.6367855568
Sacramento County,2018-06-30,388382.2390939168
Contra Costa County,2018-06-30,657092.6536003518
Fresno County,2018-06-30,264095.98672148254
Kern County,2018-06-30,219815.79846731536
San Francisco County,2018-06-30,1440886.171297035
Ventura County,2018-06-30,647187.3348781602
San Joaquin County,2018-06-30,386737.5612407159
San Mateo County,2018-06-30,1443229.519893844
Stanislaus County,2018-06-30,311574.7143361575
Sonoma County,2018-06-30,706811.9224469747
Tulare County,2018-06-30,223559.60978434587
Solano County,2018-06-30,448666.6822419941
Santa Barbara County,2018-06-30,630292.4710235856
Monterey County,2018-06-30,577301.8408136042
Placer County,2018-06-30,504795.6297801139
San Luis Obispo County,2018-06-30,620414.0376729338
Merced County,2018-06-30,267079.1386877501
Santa Cruz County,2018-06-30,857742.606182212
Marin County,2018-06-30,1246171.6330111737
Butte County,2018-06-30,303618.0160694087
Yolo County,2018-06-30,470355.7608997601
El Dorado County,2018-06-30,493057.9342478299
Shasta County,2018-06-30,264862.45275783713
Imperial County,2018-06-30,222849.2917650533
Madera County,2018-06-30,259690.83800685048
Kings County,2018-06-30,222675.46299642752
Napa County,2018-06-30,717148.8674571913
Humboldt County,2018-06-30,391585.0321533253
Nevada County,2018-06-30,474600.9229825347
Sutter County,2018-06-30,298233.7027754721
Mendocino County,2018-06-30,488039.47432874376
Yuba County,2018-06-30,280654.9354809563
Lake County,2018-06-30,252218.5554247334
Tehama County,2018-06-30,217035.54902247843
San Benito County,2018-06-30,596600.5885156454
Tuolumne County,2018-06-30,313041.0313974385
Calaveras County,2018-06-30,322715.31247641105
Siskiyou County,2018-06-30,201599.764265586
Amador County,2018-06-30,335168.71963382623
Lassen County,2018-06-30,174945.04414027397
Glenn County,2018-06-30,235377.02644757435
Del Norte County,2018-06-30,256995.0435125332
Colusa County,2018-06-30,247812.9310343501
Plumas County,2018-06-30,262900.78874433803
Inyo County,2018-06-30,349870.7091337706
Mariposa County,2018-06-30,311053.48861209647
Trinity County,2018-06-30,267633.60621407506
Mono County,2018-06-30,574908.0528318932
Modoc County,2018-06-30,124834.75511943172
Sierra County,2018-06-30,215811.95294779888
Alpine County,2018-06-30,410879.1132199
Los Angeles County,2018-07-31,631690.1656739198
San Diego County,2018-07-31,628611.5815248294
Orange County,2018-07-31,767961.8918711852
Riverside County,2018-07-31,393734.94227656006
San Bernardino County,2018-07-31,344644.6967510266
Santa Clara County,2018-07-31,1333194.038579095
Alameda County,2018-07-31,928190.2713031434
Sacramento County,2018-07-31,389790.8279955779
Contra Costa County,2018-07-31,658863.4333555334
Fresno County,2018-07-31,265737.856252081
Kern County,2018-07-31,221013.6059763217
San Francisco County,2018-07-31,1446068.522659118
Ventura County,2018-07-31,647512.4968565395
San Joaquin County,2018-07-31,388398.70063734544
San Mateo County,2018-07-31,1447468.5311544423
Stanislaus County,2018-07-31,313098.8114681766
Sonoma County,2018-07-31,709378.4865213427
Tulare County,2018-07-31,224375.2744584599
Solano County,2018-07-31,450981.3930571179
Santa Barbara County,2018-07-31,630308.0280602509
Monterey County,2018-07-31,579127.1874953313
Placer County,2018-07-31,506080.81057402777
San Luis Obispo County,2018-07-31,621218.3412464028
Merced County,2018-07-31,268905.5734503849
Santa Cruz County,2018-07-31,858476.5810764955
Marin County,2018-07-31,1244942.8614301146
Butte County,2018-07-31,304499.0377492043
Yolo County,2018-07-31,472086.0512408875
El Dorado County,2018-07-31,493933.78827134304
Shasta County,2018-07-31,265438.3886171049
Imperial County,2018-07-31,223350.4242558463
Madera County,2018-07-31,261144.61620250053
Kings County,2018-07-31,223878.1672459707
Napa County,2018-07-31,718870.4926767024
Humboldt County,2018-07-31,391199.04497900215
Nevada County,2018-07-31,476425.21499240416
Sutter County,2018-07-31,299333.3750968405
Mendocino County,2018-07-31,489273.00319868914
Yuba County,2018-07-31,281622.6383117032
Lake County,2018-07-31,253834.7732762773
Tehama County,2018-07-31,218292.15641082416
San Benito County,2018-07-31,598372.6215139906
Tuolumne County,2018-07-31,314152.7363637349
Calaveras County,2018-07-31,324501.9492968538
Siskiyou County,2018-07-31,203075.04925273868
Amador County,2018-07-31,336424.7735281842
Lassen County,2018-07-31,175274.95953893758
Glenn County,2018-07-31,237903.60368358757
Del Norte County,2018-07-31,258656.65690282584
Colusa County,2018-07-31,249369.1918802104
Plumas County,2018-07-31,265282.400590874
Inyo County,2018-07-31,350827.86151877005
Mariposa County,2018-07-31,312039.37060945365
Trinity County,2018-07-31,267275.0172102483
Mono County,2018-07-31,579991.1425008595
Modoc County,2018-07-31,125058.98113080655
Sierra County,2018-07-31,219187.8178008078
Alpine County,2018-07-31,414004.6137016109
Los Angeles County,2018-08-31,638978.9718981284
San Diego County,2018-08-31,629848.1426023806
Orange County,2018-08-31,769947.417920271
Riverside County,2018-08-31,395640.4935000134
San Bernardino County,2018-08-31,346108.71823850693
Santa Clara County,2018-08-31,1348466.2160850586
Alameda County,2018-08-31,930881.2569668886
Sacramento County,2018-08-31,390316.32599060447
Contra Costa County,2018-08-31,659767.067634557
Fresno County,2018-08-31,267301.5456258016
Kern County,2018-08-31,221856.6260467697
San Francisco County,2018-08-31,1444249.8184194758
Ventura County,2018-08-31,647513.3303626947
San Joaquin County,2018-08-31,389548.8905772497
San Mateo County,2018-08-31,1447675.727798077
Stanislaus County,2018-08-31,314203.8556045296
Sonoma County,2018-08-31,710006.7776248693
Tulare County,2018-08-31,225202.3461918234
Solano County,2018-08-31,453063.23980994616
Santa Barbara County,2018-08-31,629761.2718892092
Monterey County,2018-08-31,580692.8280413236
Placer County,2018-08-31,506779.5191934792
San Luis Obispo County,2018-08-31,622731.4254979508
Merced County,2018-08-31,270611.5073461276
Santa Cruz County,2018-08-31,858368.7000406409
Marin County,2018-08-31,1242899.4126580793
Butte County,2018-08-31,305501.2379060424
Yolo County,2018-08-31,473908.784968961
El Dorado County,2018-08-31,493845.5369793894
Shasta County,2018-08-31,265715.2038657837
Imperial County,2018-08-31,223439.20887245383
Madera County,2018-08-31,262146.825731711
Kings County,2018-08-31,224768.3550412421
Napa County,2018-08-31,718409.3020616615
Humboldt County,2018-08-31,390632.4927090046
Nevada County,2018-08-31,478103.68612071685
Sutter County,2018-08-31,300431.1048270976
Mendocino County,2018-08-31,490951.4620459666
Yuba County,2018-08-31,282153.199349052
Lake County,2018-08-31,254919.1921699273
Tehama County,2018-08-31,218696.6542901708
San Benito County,2018-08-31,599747.7801149668
Tuolumne County,2018-08-31,315554.3296443326
Calaveras County,2018-08-31,325947.5270838832
Siskiyou County,2018-08-31,204902.5945403008
Amador County,2018-08-31,337681.45678998955
Lassen County,2018-08-31,175216.74812732448
Glenn County,2018-08-31,240259.51273017263
Del Norte County,2018-08-31,259978.7466020145
Colusa County,2018-08-31,251466.9234036109
Plumas County,2018-08-31,266992.6747351238
Inyo County,2018-08-31,350646.3553443947
Mariposa County,2018-08-31,313408.98249856685
Trinity County,2018-08-31,266462.55351985764
Mono County,2018-08-31,583208.6005542882
Modoc County,2018-08-31,125504.39278340543
Sierra County,2018-08-31,222981.209740308
Alpine County,2018-08-31,416297.5008616597
Los Angeles County,2018-09-30,648385.4397628043
San Diego County,2018-09-30,630973.889284004
Orange County,2018-09-30,773641.8212115463
Riverside County,2018-09-30,397182.0663255675
San Bernardino County,2018-09-30,348381.046249088
Santa Clara County,2018-09-30,1362591.0000485482
Alameda County,2018-09-30,932102.324429116
Sacramento County,2018-09-30,390463.7883681909
Contra Costa County,2018-09-30,661159.5225109073
Fresno County,2018-09-30,268703.16360094544
Kern County,2018-09-30,222516.35901331
San Francisco County,2018-09-30,1440786.678696859
Ventura County,2018-09-30,647119.9853700842
San Joaquin County,2018-09-30,390019.87018074514
San Mateo County,2018-09-30,1448989.3080894898
Stanislaus County,2018-09-30,315305.07568945945
Sonoma County,2018-09-30,708884.9083426489
Tulare County,2018-09-30,226042.5333690806
Solano County,2018-09-30,454545.7557320059
Santa Barbara County,2018-09-30,630484.0142641171
Monterey County,2018-09-30,582442.0986298448
Placer County,2018-09-30,507600.9048111988
San Luis Obispo County,2018-09-30,624772.3731101129
Merced County,2018-09-30,272326.42937251023
Santa Cruz County,2018-09-30,859104.6436821133
Marin County,2018-09-30,1241434.2047124594
Butte County,2018-09-30,306359.56579689664
Yolo County,2018-09-30,475845.99547313503
El Dorado County,2018-09-30,494016.3253275475
Shasta County,2018-09-30,266346.2727726323
Imperial County,2018-09-30,223467.55482435352
Madera County,2018-09-30,263059.17158839
Kings County,2018-09-30,225031.9348459805
Napa County,2018-09-30,718547.906113367
Humboldt County,2018-09-30,389349.2510589885
Nevada County,2018-09-30,479994.2504727012
Sutter County,2018-09-30,301109.7626875382
Mendocino County,2018-09-30,491566.4093810392
Yuba County,2018-09-30,282432.9808646451
Lake County,2018-09-30,256114.6279230048
Tehama County,2018-09-30,218980.4010480936
San Benito County,2018-09-30,600684.71123727
Tuolumne County,2018-09-30,317196.88219634007
Calaveras County,2018-09-30,326439.64534778934
Siskiyou County,2018-09-30,206489.337473823
Amador County,2018-09-30,338847.4555854323
Lassen County,2018-09-30,175195.25765002848
Glenn County,2018-09-30,242353.558537288
Del Norte County,2018-09-30,261190.59842223805
Colusa County,2018-09-30,253702.93903826908
Plumas County,2018-09-30,268443.86716957367
Inyo County,2018-09-30,350097.1184509997
Mariposa County,2018-09-30,314719.47333993175
Trinity County,2018-09-30,266011.6906392679
Mono County,2018-09-30,584929.4243220934
Modoc County,2018-09-30,126733.8152856269
Sierra County,2018-09-30,225298.04647286385
Alpine County,2018-09-30,420215.8708189066
Los Angeles County,2018-10-31,657640.527484632
San Diego County,2018-10-31,632182.0792957112
Orange County,2018-10-31,779975.5915034652
Riverside County,2018-10-31,398839.3800611845
San Bernardino County,2018-10-31,351716.68593598675
Santa Clara County,2018-10-31,1373491.338065131
Alameda County,2018-10-31,933957.1318331138
Sacramento County,2018-10-31,390949.5425120141
Contra Costa County,2018-10-31,663477.3144787295
Fresno County,2018-10-31,269690.09335628
Kern County,2018-10-31,223125.66482676612
San Francisco County,2018-10-31,1442239.999639036
Ventura County,2018-10-31,648705.3387440672
San Joaquin County,2018-10-31,391190.9981247055
San Mateo County,2018-10-31,1454015.17147619
Stanislaus County,2018-10-31,316474.355448366
Sonoma County,2018-10-31,708129.564051228
Tulare County,2018-10-31,226905.6145891541
Solano County,2018-10-31,456067.4560688776
Santa Barbara County,2018-10-31,633640.0917547684
Monterey County,2018-10-31,586035.8562008059
Placer County,2018-10-31,508217.6447294772
San Luis Obispo County,2018-10-31,627595.9012622471
Merced County,2018-10-31,274202.10511048255
Santa Cruz County,2018-10-31,861988.2213972501
Marin County,2018-10-31,1244734.1498861436
Butte County,2018-10-31,306974.41219868505
Yolo County,2018-10-31,477520.1316570908
El Dorado County,2018-10-31,494472.5043293321
Shasta County,2018-10-31,266597.05928298034
Imperial County,2018-10-31,223309.1967808743
Madera County,2018-10-31,263860.11679033964
Kings County,2018-10-31,225236.1279066446
Napa County,2018-10-31,721131.0928951814
Humboldt County,2018-10-31,388495.8727384633
Nevada County,2018-10-31,481911.2400639565
Sutter County,2018-10-31,301673.1297873143
Mendocino County,2018-10-31,491256.7885889575
Yuba County,2018-10-31,282827.3297086223
Lake County,2018-10-31,256344.16562027505
Tehama County,2018-10-31,219418.0196240154
San Benito County,2018-10-31,602099.1465459138
Tuolumne County,2018-10-31,318398.44294895296
Calaveras County,2018-10-31,326329.9936387489
Siskiyou County,2018-10-31,207644.91683162344
Amador County,2018-10-31,339552.20814127446
Lassen County,2018-10-31,174948.95928774847
Glenn County,2018-10-31,243713.7165056086
Del Norte County,2018-10-31,261458.1904251913
Colusa County,2018-10-31,256052.5826502991
Plumas County,2018-10-31,269059.45111297484
Inyo County,2018-10-31,350099.1258806288
Mariposa County,2018-10-31,315372.149718116
Trinity County,2018-10-31,265880.11697151617
Mono County,2018-10-31,587658.2990795927
Modoc County,2018-10-31,127864.35130521096
Sierra County,2018-10-31,226223.9357343505
Alpine County,2018-10-31,423800.1692278278
Los Angeles County,2018-11-30,664127.6131868196
San Diego County,2018-11-30,632741.6295236734
Orange County,2018-11-30,784543.4758333607
Riverside County,2018-11-30,399831.8456955071
San Bernardino County,2018-11-30,354890.5622398243
Santa Clara County,2018-11-30,1378428.2143989382
Alameda County,2018-11-30,933412.1937577224
Sacramento County,2018-11-30,391441.7139528655
Contra Costa County,2018-11-30,665461.8556829457
Fresno County,2018-11-30,270210.5070216986
Kern County,2018-11-30,223917.3940627059
San Francisco County,2018-11-30,1442492.1814161642
Ventura County,2018-11-30,649882.5056577092
San Joaquin County,2018-11-30,392083.2580029594
San Mateo County,2018-11-30,1456138.0069369848
Stanislaus County,2018-11-30,317527.5181284833
Sonoma County,2018-11-30,705472.0454920306
Tulare County,2018-11-30,227704.28424527275
Solano County,2018-11-30,456993.3734544027
Santa Barbara County,2018-11-30,636418.4127366683
Monterey County,2018-11-30,589011.265955559
Placer County,2018-11-30,508351.1720330953
San Luis Obispo County,2018-11-30,630080.2095892276
Merced County,2018-11-30,275453.60902441456
Santa Cruz County,2018-11-30,863865.038286328
Marin County,2018-11-30,1247173.5764357282
Butte County,2018-11-30,307255.31144653045
Yolo County,2018-11-30,478913.1446125521
El Dorado County,2018-11-30,495105.6364431572
Shasta County,2018-11-30,267105.11006009247
Imperial County,2018-11-30,223374.3324943035
Madera County,2018-11-30,264948.4868947661
Kings County,2018-11-30,225875.2941064805
Napa County,2018-11-30,723992.3470975676
Humboldt County,2018-11-30,387589.26598362206
Nevada County,2018-11-30,483367.931053098
Sutter County,2018-11-30,301725.85077898967
Mendocino County,2018-11-30,490921.2792698718
Yuba County,2018-11-30,283000.4657457508
Lake County,2018-11-30,256126.18150794867
Tehama County,2018-11-30,220247.9121981503
San Benito County,2018-11-30,603229.3250234273
Tuolumne County,2018-11-30,318722.42575347435
Calaveras County,2018-11-30,326360.31763423193
Siskiyou County,2018-11-30,208253.2953730512
Amador County,2018-11-30,339802.5108140584
Lassen County,2018-11-30,174629.06874795025
Glenn County,2018-11-30,244275.8043807967
Del Norte County,2018-11-30,261758.35655920688
Colusa County,2018-11-30,257721.53719189065
Plumas County,2018-11-30,269663.5621498336
Inyo County,2018-11-30,350576.5334649337
Mariposa County,2018-11-30,315636.964500284
Trinity County,2018-11-30,265637.633589234
Mono County,2018-11-30,589267.6029612989
Modoc County,2018-11-30,128284.16212495476
Sierra County,2018-11-30,225098.0133764292
Alpine County,2018-11-30,426365.3124986128
Los Angeles County,2018-12-31,667625.3797974841
San Diego County,2018-12-31,632283.6069154078
Orange County,2018-12-31,786624.6432860927
Riverside County,2018-12-31,400602.5411636696
San Bernardino County,2018-12-31,357665.2121922542
Santa Clara County,2018-12-31,1376896.8387087116
Alameda County,2018-12-31,931010.1416126352
Sacramento County,2018-12-31,391891.2620131175
Contra Costa County,2018-12-31,665936.3130278267
Fresno County,2018-12-31,270984.1987696987
Kern County,2018-12-31,224947.87248216764
San Francisco County,2018-12-31,1438461.5965793412
Ventura County,2018-12-31,650684.5951930006
San Joaquin County,2018-12-31,393614.02550636255
San Mateo County,2018-12-31,1451998.431370519
Stanislaus County,2018-12-31,318772.0575064817
Sonoma County,2018-12-31,702137.0640197393
Tulare County,2018-12-31,228817.13319732668
Solano County,2018-12-31,457833.9256655828
Santa Barbara County,2018-12-31,637772.426241694
Monterey County,2018-12-31,591872.3753846012
Placer County,2018-12-31,508488.4657574577
San Luis Obispo County,2018-12-31,631529.3186596312
Merced County,2018-12-31,276610.1634906398
Santa Cruz County,2018-12-31,862549.9513400756
Marin County,2018-12-31,1248653.1688365291
Butte County,2018-12-31,308339.9847413727
Yolo County,2018-12-31,480005.1579212903
El Dorado County,2018-12-31,495853.928940173
Shasta County,2018-12-31,267685.30630742706
Imperial County,2018-12-31,223922.77497298425
Madera County,2018-12-31,266180.69318696484
Kings County,2018-12-31,226889.40207273152
Napa County,2018-12-31,725722.2132337011
Humboldt County,2018-12-31,387482.6405061252
Nevada County,2018-12-31,483973.7989421445
Sutter County,2018-12-31,302413.11911766155
Mendocino County,2018-12-31,490942.8912878183
Yuba County,2018-12-31,283466.1881376097
Lake County,2018-12-31,256182.6096842809
Tehama County,2018-12-31,221499.61764729544
San Benito County,2018-12-31,605009.8339488565
Tuolumne County,2018-12-31,318621.2397033321
Calaveras County,2018-12-31,327453.0349944117
Siskiyou County,2018-12-31,208819.75764024677
Amador County,2018-12-31,339881.6637882798
Lassen County,2018-12-31,174534.28931868402
Glenn County,2018-12-31,245128.04021354637
Del Norte County,2018-12-31,261372.35652044544
Colusa County,2018-12-31,259141.0130648112
Plumas County,2018-12-31,270418.4870300494
Inyo County,2018-12-31,352382.4895096443
Mariposa County,2018-12-31,316034.15970313246
Trinity County,2018-12-31,265319.02323206543
Mono County,2018-12-31,590546.4163379326
Modoc County,2018-12-31,127974.8104719505
Sierra County,2018-12-31,223954.39016976548
Alpine County,2018-12-31,427577.0315812727
Los Angeles County,2019-01-31,665194.4497952448
San Diego County,2019-01-31,631125.4428805745
Orange County,2019-01-31,783214.0482816292
Riverside County,2019-01-31,400921.8829841462
San Bernardino County,2019-01-31,358543.8516528232
Santa Clara County,2019-01-31,1364785.9622521678
Alameda County,2019-01-31,926131.4944974496
Sacramento County,2019-01-31,392597.3117271504
Contra Costa County,2019-01-31,665863.5455977399
Fresno County,2019-01-31,272327.0548931815
Kern County,2019-01-31,226135.4982800009
San Francisco County,2019-01-31,1431415.0499597415
Ventura County,2019-01-31,651304.2553816669
San Joaquin County,2019-01-31,394805.9468292357
San Mateo County,2019-01-31,1443307.3227646975
Stanislaus County,2019-01-31,320144.6945318576
Sonoma County,2019-01-31,698942.4661612186
Tulare County,2019-01-31,230173.23245942304
Solano County,2019-01-31,458647.7657881147
Santa Barbara County,2019-01-31,637332.6067106124
Monterey County,2019-01-31,593615.0692399143
Placer County,2019-01-31,509561.4009311824
San Luis Obispo County,2019-01-31,631677.685744658
Merced County,2019-01-31,278588.0491022535
Santa Cruz County,2019-01-31,858967.7871464094
Marin County,2019-01-31,1246701.758852698
Butte County,2019-01-31,311465.71422353666
Yolo County,2019-01-31,481656.4380585922
El Dorado County,2019-01-31,497081.5239994549
Shasta County,2019-01-31,269246.578536645
Imperial County,2019-01-31,224935.7305456819
Madera County,2019-01-31,267505.69390553545
Kings County,2019-01-31,227890.69001546883
Napa County,2019-01-31,727432.7358998827
Humboldt County,2019-01-31,388661.36954392464
Nevada County,2019-01-31,483938.1080242973
Sutter County,2019-01-31,303469.06825276255
Mendocino County,2019-01-31,492311.5770129279
Yuba County,2019-01-31,284561.8281314595
Lake County,2019-01-31,257912.4849024701
Tehama County,2019-01-31,223023.9265384372
San Benito County,2019-01-31,606274.0720408865
Tuolumne County,2019-01-31,318874.5364348919
Calaveras County,2019-01-31,329038.3451678462
Siskiyou County,2019-01-31,209722.45861970063
Amador County,2019-01-31,340745.86489949934
Lassen County,2019-01-31,175384.4946988304
Glenn County,2019-01-31,246705.71738132508
Del Norte County,2019-01-31,261110.88163651252
Colusa County,2019-01-31,260920.72049580456
Plumas County,2019-01-31,271520.1046947804
Inyo County,2019-01-31,354375.2394797033
Mariposa County,2019-01-31,316329.11915562634
Trinity County,2019-01-31,263905.4198633347
Mono County,2019-01-31,590990.3519993809
Modoc County,2019-01-31,127820.78949944548
Sierra County,2019-01-31,223729.43002943852
Alpine County,2019-01-31,428313.85022697673
Los Angeles County,2019-02-28,658255.8205750237
San Diego County,2019-02-28,629817.5302595244
Orange County,2019-02-28,776308.3934377475
Riverside County,2019-02-28,401776.1254706662
San Bernardino County,2019-02-28,358414.9732545029
Santa Clara County,2019-02-28,1343261.182047281
Alameda County,2019-02-28,919435.9567014044
Sacramento County,2019-02-28,393738.48320454377
Contra Costa County,2019-02-28,665611.2767327286
Fresno County,2019-02-28,274291.0928103465
Kern County,2019-02-28,227496.35762610752
San Francisco County,2019-02-28,1420546.121392635
Ventura County,2019-02-28,652183.5621763556
San Joaquin County,2019-02-28,396398.8843757522
San Mateo County,2019-02-28,1428004.8893356652
Stanislaus County,2019-02-28,321884.5738742974
Sonoma County,2019-02-28,696779.1513048746
Tulare County,2019-02-28,231777.17063362335
Solano County,2019-02-28,459238.7474301592
Santa Barbara County,2019-02-28,636417.6234740404
Monterey County,2019-02-28,595724.9876937534
Placer County,2019-02-28,512403.15562686085
San Luis Obispo County,2019-02-28,630973.626988026
Merced County,2019-02-28,281672.02497970866
Santa Cruz County,2019-02-28,852532.3246865192
Marin County,2019-02-28,1241792.7932225824
Butte County,2019-02-28,316889.5684870737
Yolo County,2019-02-28,483522.1494463361
El Dorado County,2019-02-28,498507.82199572265
Shasta County,2019-02-28,271554.4693764388
Imperial County,2019-02-28,226811.9162251156
Madera County,2019-02-28,268985.95135282417
Kings County,2019-02-28,229102.220081412
Napa County,2019-02-28,728567.5679625217
Humboldt County,2019-02-28,391751.821080045
Nevada County,2019-02-28,483466.7705070912
Sutter County,2019-02-28,305111.168736453
Mendocino County,2019-02-28,494376.4384057943
Yuba County,2019-02-28,286920.7559078997
Lake County,2019-02-28,261063.0237668313
Tehama County,2019-02-28,225137.9574963802
San Benito County,2019-02-28,607256.4687355956
Tuolumne County,2019-02-28,319741.53680223715
Calaveras County,2019-02-28,331081.6731238424
Siskiyou County,2019-02-28,211253.10179441108
Amador County,2019-02-28,342265.167717174
Lassen County,2019-02-28,176969.8087813441
Glenn County,2019-02-28,249180.9865678743
Del Norte County,2019-02-28,260326.57237668103
Colusa County,2019-02-28,263085.3688951601
Plumas County,2019-02-28,272889.56844819244
Inyo County,2019-02-28,357316.5583178573
Mariposa County,2019-02-28,316892.52285273845
Trinity County,2019-02-28,262576.831485019
Mono County,2019-02-28,592264.2201652982
Modoc County,2019-02-28,128186.67359051749
Sierra County,2019-02-28,224940.33788916076
Alpine County,2019-02-28,428807.6175117974
Los Angeles County,2019-03-31,649363.4240233899
San Diego County,2019-03-31,629719.8619722296
Orange County,2019-03-31,769452.1748648606
Riverside County,2019-03-31,402776.8822246902
San Bernardino County,2019-03-31,357501.331245928
Santa Clara County,2019-03-31,1317639.646354542
Alameda County,2019-03-31,913342.1089004535
Sacramento County,2019-03-31,395465.6932230408
Contra Costa County,2019-03-31,666256.918571773
Fresno County,2019-03-31,276115.54314258235
Kern County,2019-03-31,228787.43616645565
San Francisco County,2019-03-31,1410277.8830881373
Ventura County,2019-03-31,654048.1471224303
San Joaquin County,2019-03-31,398096.8732230086
San Mateo County,2019-03-31,1412484.0937435376
Stanislaus County,2019-03-31,323814.18855645496
Sonoma County,2019-03-31,696111.3536231143
Tulare County,2019-03-31,233369.5354606741
Solano County,2019-03-31,459922.7682825639
Santa Barbara County,2019-03-31,636651.1751826272
Monterey County,2019-03-31,598117.3701510321
Placer County,2019-03-31,516089.90790869127
San Luis Obispo County,2019-03-31,630417.9402581187
Merced County,2019-03-31,285156.09283603256
Santa Cruz County,2019-03-31,848357.1285787128
Marin County,2019-03-31,1236296.348885678
Butte County,2019-03-31,323464.34621494176
Yolo County,2019-03-31,485471.4427241255
El Dorado County,2019-03-31,500751.1831973671
Shasta County,2019-03-31,274341.5358264747
Imperial County,2019-03-31,229773.7656886183
Madera County,2019-03-31,270789.7492215063
Kings County,2019-03-31,230333.61634054847
Napa County,2019-03-31,730548.5245398306
Humboldt County,2019-03-31,396800.0652587732
Nevada County,2019-03-31,483401.6178603953
Sutter County,2019-03-31,306944.6408408491
Mendocino County,2019-03-31,499550.1405894973
Yuba County,2019-03-31,289935.0974006022
Lake County,2019-03-31,264651.0096078719
Tehama County,2019-03-31,227644.1619746805
San Benito County,2019-03-31,608667.3183959419
Tuolumne County,2019-03-31,321141.7572120999
Calaveras County,2019-03-31,333194.57426830655
Siskiyou County,2019-03-31,213007.15544461136
Amador County,2019-03-31,344015.8489335127
Lassen County,2019-03-31,178692.42354910742
Glenn County,2019-03-31,251766.25501099756
Del Norte County,2019-03-31,260409.6475748368
Colusa County,2019-03-31,265106.6625163497
Plumas County,2019-03-31,274283.24877479026
Inyo County,2019-03-31,359817.87909105985
Mariposa County,2019-03-31,317624.3936678953
Trinity County,2019-03-31,261555.86371355408
Mono County,2019-03-31,594867.0339524259
Modoc County,2019-03-31,129326.88198482216
Sierra County,2019-03-31,227347.85130378132
Alpine County,2019-03-31,429233.9279550072
Los Angeles County,2019-04-30,643009.4846408329
San Diego County,2019-04-30,630425.6075713338
Orange County,2019-04-30,767141.0817665829
Riverside County,2019-04-30,403506.90169716114
San Bernardino County,2019-04-30,356856.8616628948
Santa Clara County,2019-04-30,1294452.8711408277
Alameda County,2019-04-30,909421.6708934696
Sacramento County,2019-04-30,396880.4143997194
Contra Costa County,2019-04-30,666427.9685188517
Fresno County,2019-04-30,277096.3605935572
Kern County,2019-04-30,229923.7080283021
San Francisco County,2019-04-30,1404039.3026791618
Ventura County,2019-04-30,655193.8971231411
San Joaquin County,2019-04-30,399460.4655508304
San Mateo County,2019-04-30,1399988.2231312736
Stanislaus County,2019-04-30,325277.3547333204
Sonoma County,2019-04-30,695882.2647563899
Tulare County,2019-04-30,234562.51391840013
Solano County,2019-04-30,460152.2295714182
Santa Barbara County,2019-04-30,638068.6262286841
Monterey County,2019-04-30,600396.7339184514
Placer County,2019-04-30,519753.8177438746
San Luis Obispo County,2019-04-30,629936.6242910419
Merced County,2019-04-30,287718.5719146728
Santa Cruz County,2019-04-30,846383.0846754237
Marin County,2019-04-30,1233183.5964653147
Butte County,2019-04-30,329851.734387587
Yolo County,2019-04-30,486799.1827375328
El Dorado County,2019-04-30,502981.1436017983
Shasta County,2019-04-30,276848.90322131925
Imperial County,2019-04-30,233018.52986765947
Madera County,2019-04-30,272206.6241270533
Kings County,2019-04-30,231919.5689315234
Napa County,2019-04-30,731889.4716134699
Humboldt County,2019-04-30,402170.72974450415
Nevada County,2019-04-30,483836.91651445953
Sutter County,2019-04-30,308416.4938075215
Mendocino County,2019-04-30,505506.7736151393
Yuba County,2019-04-30,292597.057278436
Lake County,2019-04-30,266595.883007407
Tehama County,2019-04-30,230615.4084408338
San Benito County,2019-04-30,610072.0050242543
Tuolumne County,2019-04-30,321945.431303771
Calaveras County,2019-04-30,334862.2661652938
Siskiyou County,2019-04-30,214646.9555932157
Amador County,2019-04-30,344809.6290013483
Lassen County,2019-04-30,179850.48865536894
Glenn County,2019-04-30,253971.03153502755
Del Norte County,2019-04-30,261210.46925806208
Colusa County,2019-04-30,266430.68107283505
Plumas County,2019-04-30,275536.37526229053
Inyo County,2019-04-30,361635.3908085288
Mariposa County,2019-04-30,318980.4084441723
Trinity County,2019-04-30,261482.6812963613
Mono County,2019-04-30,597936.004105345
Modoc County,2019-04-30,130196.4734137404
Sierra County,2019-04-30,228810.01607402848
Alpine County,2019-04-30,430304.04860527534
Los Angeles County,2019-05-31,639320.5693177033
San Diego County,2019-05-31,630921.8133299149
Orange County,2019-05-31,767513.4162985735
Riverside County,2019-05-31,403303.3538155586
San Bernardino County,2019-05-31,355986.4032806584
Santa Clara County,2019-05-31,1277088.9135883425
Alameda County,2019-05-31,906821.758519478
Sacramento County,2019-05-31,397912.7752322743
Contra Costa County,2019-05-31,665479.1832389478
Fresno County,2019-05-31,277412.7363708086
