fips,date,zhvi
Placer County,2021-09-30,673738.2338842395
San Luis Obispo County,2021-09-30,768766.4511914368
Merced County,2021-09-30,376456.88297464605
Santa Cruz County,2021-09-30,1098489.0141379496
Marin County,2021-09-30,1551104.4498838522
Butte County,2021-09-30,404184.8504324295
Yolo County,2021-09-30,594545.7890070868
El Dorado County,2021-09-30,647723.292349157
Shasta County,2021-09-30,357527.74945234816
Imperial County,2021-09-30,291441.54283487244
Madera County,2021-09-30,357928.8195901494
Kings County,2021-09-30,298717.2842252977
Napa County,2021-09-30,882463.5396364235
Humboldt County,2021-09-30,468389.3928356564
Nevada County,2021-09-30,630031.9033705704
Sutter County,2021-09-30,410308.473971316
Mendocino County,2021-09-30,618195.5415475895
Yuba County,2021-09-30,395247.1547101256
Lake County,2021-09-30,331566.61039894016
Tehama County,2021-09-30,310725.34460324293
San Benito County,2021-09-30,778593.4792840265
Tuolumne County,2021-09-30,391914.7767238556
Calaveras County,2021-09-30,448448.59979591146
Siskiyou County,2021-09-30,282223.04461409664
Amador County,2021-09-30,425554.763052387
Lassen County,2021-09-30,227725.6831210137
Glenn County,2021-09-30,328369.50029926264
Del Norte County,2021-09-30,337573.90366034984
Colusa County,2021-09-30,339446.96469113074
Plumas County,2021-09-30,354255.00292893057
Inyo County,2021-09-30,443207.4845616799
Mariposa County,2021-09-30,412364.3009790762
Trinity County,2021-09-30,332181.6596442927
Mono County,2021-09-30,782859.3628596981
Modoc County,2021-09-30,160107.5708119534
Sierra County,2021-09-30,299564.5206261001
Alpine County,2021-09-30,567326.9191904074
Los Angeles County,2021-10-31,822378.3697084136
San Diego County,2021-10-31,828136.603262239
Orange County,2021-10-31,964019.9676677296
Riverside County,2021-10-31,544830.6277632482
San Bernardino County,2021-10-31,478125.3853290772
Santa Clara County,2021-10-31,1551109.824657397
Alameda County,2021-10-31,1141512.8258855587
Sacramento County,2021-10-31,524756.3662745766
Contra Costa County,2021-10-31,856275.7569814301
Fresno County,2021-10-31,356797.3563464137
Kern County,2021-10-31,301699.35264645587
San Francisco County,2021-10-31,1587045.3714347433
Ventura County,2021-10-31,806386.3492062977
San Joaquin County,2021-10-31,527257.6920989711
San Mateo County,2021-10-31,1637499.9684657257
Stanislaus County,2021-10-31,427445.9469835879
Sonoma County,2021-10-31,792898.7263511989
Tulare County,2021-10-31,306704.6802620448
Solano County,2021-10-31,578625.6678477131
Santa Barbara County,2021-10-31,837563.0547264167
Monterey County,2021-10-31,777286.1654918004
Placer County,2021-10-31,677529.1387640127
San Luis Obispo County,2021-10-31,774220.9347309103
Merced County,2021-10-31,380749.4633039376
Santa Cruz County,2021-10-31,1103613.0660613764
Marin County,2021-10-31,1545417.1936023068
Butte County,2021-10-31,405090.7132360846
Yolo County,2021-10-31,597436.3968108039
El Dorado County,2021-10-31,648864.2358573879
Shasta County,2021-10-31,359438.7565286427
Imperial County,2021-10-31,293508.06839651195
Madera County,2021-10-31,362029.2453487047
Kings County,2021-10-31,301108.67456266616
Napa County,2021-10-31,882338.6731106704
Humboldt County,2021-10-31,471103.5842224662
Nevada County,2021-10-31,629873.8005563299
Sutter County,2021-10-31,412379.9642630276
Mendocino County,2021-10-31,619521.4042822819
Yuba County,2021-10-31,398316.21256335545
Lake County,2021-10-31,332682.8176937194
Tehama County,2021-10-31,312614.25367687223
San Benito County,2021-10-31,785544.4916545274
Tuolumne County,2021-10-31,395243.3099947083
Calaveras County,2021-10-31,450401.69739945
Siskiyou County,2021-10-31,283316.40225934976
Amador County,2021-10-31,427189.71933231066
Lassen County,2021-10-31,226031.5086139387
Glenn County,2021-10-31,328957.1781439918
Del Norte County,2021-10-31,341769.8733652389
Colusa County,2021-10-31,340101.46521787765
Plumas County,2021-10-31,356148.3779106461
Inyo County,2021-10-31,443466.1757646259
Mariposa County,2021-10-31,413112.3293119783
Trinity County,2021-10-31,331255.0764861366
Mono County,2021-10-31,785348.0370970716
Modoc County,2021-10-31,161033.841465926
Sierra County,2021-10-31,298972.64306336927
Alpine County,2021-10-31,572995.8596424784
Los Angeles County,2021-11-30,829751.6829934526
San Diego County,2021-11-30,833346.5769096934
Orange County,2021-11-30,976469.348663068
Riverside County,2021-11-30,550776.7079876527
San Bernardino County,2021-11-30,485176.3701705453
Santa Clara County,2021-11-30,1569009.5219455175
Alameda County,2021-11-30,1147945.2558124848
Sacramento County,2021-11-30,528754.0024714189
Contra Costa County,2021-11-30,859405.564813617
Fresno County,2021-11-30,360326.0707223013
Kern County,2021-11-30,305046.3205633676
San Francisco County,2021-11-30,1594988.4969238278
Ventura County,2021-11-30,810628.1854991321
San Joaquin County,2021-11-30,530567.8408634524
San Mateo County,2021-11-30,1648381.8719700566
Stanislaus County,2021-11-30,430463.3142181629
Sonoma County,2021-11-30,792821.9686123427
Tulare County,2021-11-30,309434.7462993054
Solano County,2021-11-30,582329.3253178806
Santa Barbara County,2021-11-30,847569.9262356773
Monterey County,2021-11-30,782840.4165100014
Placer County,2021-11-30,682384.4043080378
San Luis Obispo County,2021-11-30,781854.3286111358
Merced County,2021-11-30,385554.7137215252
Santa Cruz County,2021-11-30,1112324.977826345
Marin County,2021-11-30,1545708.4756893553
Butte County,2021-11-30,406807.24838709127
Yolo County,2021-11-30,602453.0229917838
El Dorado County,2021-11-30,651527.802320548
Shasta County,2021-11-30,361162.4406846403
Imperial County,2021-11-30,296444.6296404227
Madera County,2021-11-30,366733.1469973617
Kings County,2021-11-30,303867.985059477
Napa County,2021-11-30,884615.9308048962
Humboldt County,2021-11-30,475100.56542702
Nevada County,2021-11-30,630331.3351585293
Sutter County,2021-11-30,415055.1124602624
Mendocino County,2021-11-30,623389.8922870712
Yuba County,2021-11-30,401906.4713636018
Lake County,2021-11-30,333889.3819248535
Tehama County,2021-11-30,314524.5631684806
San Benito County,2021-11-30,792834.2523134308
Tuolumne County,2021-11-30,398734.36937032087
Calaveras County,2021-11-30,451609.5115150555
Siskiyou County,2021-11-30,284984.4213555888
Amador County,2021-11-30,428554.83488925616
Lassen County,2021-11-30,225177.7022657712
Glenn County,2021-11-30,330707.8181178951
Del Norte County,2021-11-30,345622.48749623814
Colusa County,2021-11-30,341997.9302193238
Plumas County,2021-11-30,358031.422356029
Inyo County,2021-11-30,446633.4636564144
Mariposa County,2021-11-30,414557.52615547925
Trinity County,2021-11-30,330562.18490020814
Mono County,2021-11-30,789974.438469479
Modoc County,2021-11-30,162756.3950781606
Sierra County,2021-11-30,299753.0453306659
Alpine County,2021-11-30,579923.3027490576
Los Angeles County,2021-12-31,838199.2093512622
San Diego County,2021-12-31,841901.7414961178
Orange County,2021-12-31,992812.6091113004
Riverside County,2021-12-31,557678.4931871247
San Bernardino County,2021-12-31,492820.0962000513
Santa Clara County,2021-12-31,1595229.6029321018
Alameda County,2021-12-31,1158678.6061578996
Sacramento County,2021-12-31,533870.244156164
Contra Costa County,2021-12-31,865120.5199815551
Fresno County,2021-12-31,364641.9800716538
Kern County,2021-12-31,308743.79438376153
San Francisco County,2021-12-31,1603361.043882107
Ventura County,2021-12-31,816422.094412237
San Joaquin County,2021-12-31,534626.7720338992
San Mateo County,2021-12-31,1666007.6378360006
Stanislaus County,2021-12-31,434592.6779812374
Sonoma County,2021-12-31,795316.2775061349
Tulare County,2021-12-31,313097.23724890075
Solano County,2021-12-31,587345.9822318003
Santa Barbara County,2021-12-31,859286.2263057431
Monterey County,2021-12-31,788591.2131237
Placer County,2021-12-31,688713.4129844514
San Luis Obispo County,2021-12-31,790712.3196265502
Merced County,2021-12-31,390486.595937421
Santa Cruz County,2021-12-31,1124343.328203475
Marin County,2021-12-31,1551646.0161019962
Butte County,2021-12-31,409566.2765259069
Yolo County,2021-12-31,608865.9597681762
El Dorado County,2021-12-31,655629.504076487
Shasta County,2021-12-31,363221.3305775596
Imperial County,2021-12-31,299916.8154507575
Madera County,2021-12-31,371289.5572759681
Kings County,2021-12-31,306807.7465853993
Napa County,2021-12-31,888162.5368754246
Humboldt County,2021-12-31,479507.91313659097
Nevada County,2021-12-31,632253.672978529
Sutter County,2021-12-31,418751.4921802911
Mendocino County,2021-12-31,626386.4805596296
Yuba County,2021-12-31,406002.1684980629
Lake County,2021-12-31,335179.01858139684
Tehama County,2021-12-31,316438.7361946954
San Benito County,2021-12-31,800670.803472755
Tuolumne County,2021-12-31,402121.93581631343
Calaveras County,2021-12-31,453404.66331746086
Siskiyou County,2021-12-31,287445.62496672844
Amador County,2021-12-31,430641.62850348064
Lassen County,2021-12-31,225527.4889107592
Glenn County,2021-12-31,333258.9075080173
Del Norte County,2021-12-31,348967.4352617598
Colusa County,2021-12-31,345070.44665520656
Plumas County,2021-12-31,361093.9156682703
Inyo County,2021-12-31,451298.4058534025
Mariposa County,2021-12-31,416145.17313892656
Trinity County,2021-12-31,332395.4027948719
Mono County,2021-12-31,797130.1731724893
Modoc County,2021-12-31,165022.25683253052
Sierra County,2021-12-31,302007.41745932115
Alpine County,2021-12-31,585889.9362222459
Los Angeles County,2022-01-31,848242.4687815844
San Diego County,2022-01-31,858449.8327153503
Orange County,2022-01-31,1014416.0354593628
Riverside County,2022-01-31,566452.5401387336
San Bernardino County,2022-01-31,501230.7476814673
Santa Clara County,2022-01-31,1634384.3137848058
Alameda County,2022-01-31,1180367.5989536198
Sacramento County,2022-01-31,541820.6517198704
Contra Costa County,2022-01-31,876503.1480900879
Fresno County,2022-01-31,370222.0636353319
Kern County,2022-01-31,313045.5082129716
San Francisco County,2022-01-31,1614250.1889904446
Ventura County,2022-01-31,826856.1846287217
San Joaquin County,2022-01-31,541554.8443359494
San Mateo County,2022-01-31,1696016.0514237282
Stanislaus County,2022-01-31,440706.1684670346
Sonoma County,2022-01-31,802666.5966361711
Tulare County,2022-01-31,317560.9648021932
Solano County,2022-01-31,594854.2160197948
Santa Barbara County,2022-01-31,877399.275337923
Monterey County,2022-01-31,798357.24924943
Placer County,2022-01-31,698306.315628567
San Luis Obispo County,2022-01-31,802399.3751426105
Merced County,2022-01-31,396557.00431210006
Santa Cruz County,2022-01-31,1145146.4431610322
Marin County,2022-01-31,1578550.440872783
Butte County,2022-01-31,414110.136131456
Yolo County,2022-01-31,618126.160628915
El Dorado County,2022-01-31,663661.5819504914
Shasta County,2022-01-31,366735.0453752188
Imperial County,2022-01-31,302822.86519942275
Madera County,2022-01-31,375921.9470689713
Kings County,2022-01-31,310609.4952837959
Napa County,2022-01-31,896922.3213192379
Humboldt County,2022-01-31,484586.3791162847
Nevada County,2022-01-31,638526.0829475577
Sutter County,2022-01-31,424523.3708678156
Mendocino County,2022-01-31,627995.4410596302
Yuba County,2022-01-31,411333.04783037794
Lake County,2022-01-31,338545.96600507246
Tehama County,2022-01-31,319422.3649032562
San Benito County,2022-01-31,811107.3175598824
Tuolumne County,2022-01-31,406206.4920064269
Calaveras County,2022-01-31,457968.2638536191
Siskiyou County,2022-01-31,291076.62510767
Amador County,2022-01-31,434794.4137601319
Lassen County,2022-01-31,227168.6486740857
Glenn County,2022-01-31,337996.31747631537
Del Norte County,2022-01-31,352696.74873849546
Colusa County,2022-01-31,349260.98702736123
Plumas County,2022-01-31,365562.7760980572
Inyo County,2022-01-31,458658.7997544207
Mariposa County,2022-01-31,418864.294297115
Trinity County,2022-01-31,334462.96035020484
Mono County,2022-01-31,807835.8010786747
Modoc County,2022-01-31,167610.39951569666
Sierra County,2022-01-31,307359.70213504194
Alpine County,2022-01-31,591131.3137216455
Los Angeles County,2022-02-28,860087.9082574975
San Diego County,2022-02-28,882819.473107075
Orange County,2022-02-28,1041492.4998527276
Riverside County,2022-02-28,577086.6725408747
San Bernardino County,2022-02-28,510105.21711941645
Santa Clara County,2022-02-28,1682945.3301189218
Alameda County,2022-02-28,1213551.6115215048
Sacramento County,2022-02-28,551779.1046204736
Contra Costa County,2022-02-28,893097.785904469
Fresno County,2022-02-28,376833.8668356062
Kern County,2022-02-28,318019.5464842349
San Francisco County,2022-02-28,1634149.023629878
Ventura County,2022-02-28,843273.9853522358
San Joaquin County,2022-02-28,551234.6454328223
San Mateo County,2022-02-28,1740568.9998051848
Stanislaus County,2022-02-28,448563.7369434672
Sonoma County,2022-02-28,814754.6906127214
Tulare County,2022-02-28,322369.1918219525
Solano County,2022-02-28,604517.7542844829
Santa Barbara County,2022-02-28,900268.3543524123
Monterey County,2022-02-28,812696.2478092822
Placer County,2022-02-28,710375.8130560709
San Luis Obispo County,2022-02-28,818273.2685818855
Merced County,2022-02-28,403530.961530144
Santa Cruz County,2022-02-28,1174809.693127393
Marin County,2022-02-28,1619533.9393183915
Butte County,2022-02-28,419373.4525308218
Yolo County,2022-02-28,629265.2188582675
El Dorado County,2022-02-28,673784.8097923378
Shasta County,2022-02-28,371354.9796406161
Imperial County,2022-02-28,305024.2846495371
Madera County,2022-02-28,380955.5256402394
Kings County,2022-02-28,314920.93492953613
Napa County,2022-02-28,911030.6225418778
Humboldt County,2022-02-28,489302.3122655181
Nevada County,2022-02-28,648233.8430871159
Sutter County,2022-02-28,431431.10279199627
Mendocino County,2022-02-28,626647.2710039081
Yuba County,2022-02-28,416895.4031191771
Lake County,2022-02-28,342901.349390294
Tehama County,2022-02-28,322583.9533185207
San Benito County,2022-02-28,823597.5837655519
Tuolumne County,2022-02-28,409904.95477205695
Calaveras County,2022-02-28,464009.9884287026
Siskiyou County,2022-02-28,294563.39676719083
Amador County,2022-02-28,440358.4176022012
Lassen County,2022-02-28,229418.3546048517
Glenn County,2022-02-28,343575.0003957208
Del Norte County,2022-02-28,356338.0419885125
Colusa County,2022-02-28,353978.8283859735
Plumas County,2022-02-28,370221.0033835488
Inyo County,2022-02-28,465441.59415357147
Mariposa County,2022-02-28,422056.5181369072
Trinity County,2022-02-28,336107.4299921613
Mono County,2022-02-28,821496.7527121337
Modoc County,2022-02-28,169808.7174715237
Sierra County,2022-02-28,313991.1693247869
Alpine County,2022-02-28,594804.3784590452
Los Angeles County,2022-03-31,873508.0424728347
San Diego County,2022-03-31,913769.6161705644
Orange County,2022-03-31,1072477.8951226447
Riverside County,2022-03-31,589793.5836520167
San Bernardino County,2022-03-31,519585.4646184002
Santa Clara County,2022-03-31,1734774.300403829
Alameda County,2022-03-31,1254767.3145802764
Sacramento County,2022-03-31,563637.8587091917
Contra Costa County,2022-03-31,914206.8620704015
Fresno County,2022-03-31,384424.20888115925
Kern County,2022-03-31,323854.0684474033
San Francisco County,2022-03-31,1661953.7984453945
Ventura County,2022-03-31,864826.0078569624
San Joaquin County,2022-03-31,563606.0901898857
San Mateo County,2022-03-31,1793282.5471472424
Stanislaus County,2022-03-31,457717.186262039
Sonoma County,2022-03-31,831295.8335497552
Tulare County,2022-03-31,327442.48697407456
Solano County,2022-03-31,616228.1514936533
Santa Barbara County,2022-03-31,929588.6904697446
Monterey County,2022-03-31,831936.6945324363
Placer County,2022-03-31,725046.0488214084
San Luis Obispo County,2022-03-31,838218.779165553
Merced County,2022-03-31,412142.0879506473
Santa Cruz County,2022-03-31,1213501.9427079735
Marin County,2022-03-31,1674100.578451455
Butte County,2022-03-31,425545.3234807428
Yolo County,2022-03-31,642147.022218165
El Dorado County,2022-03-31,687044.9663500844
Shasta County,2022-03-31,377248.6296405468
Imperial County,2022-03-31,306732.20394290634
Madera County,2022-03-31,387081.3702148292
Kings County,2022-03-31,320017.741361072
Napa County,2022-03-31,932494.3969956024
Humboldt County,2022-03-31,494585.3731584132
Nevada County,2022-03-31,661497.4508200751
Sutter County,2022-03-31,439911.4590420401
Mendocino County,2022-03-31,625411.2610317093
Yuba County,2022-03-31,423705.8775534592
Lake County,2022-03-31,348181.4140572537
Tehama County,2022-03-31,327016.87512831815
San Benito County,2022-03-31,838593.0777702002
Tuolumne County,2022-03-31,415680.1157413065
Calaveras County,2022-03-31,471836.97374969
Siskiyou County,2022-03-31,298470.8266780737
Amador County,2022-03-31,447639.09053879854
Lassen County,2022-03-31,232324.36116337907
Glenn County,2022-03-31,350127.89932266244
Del Norte County,2022-03-31,360131.89584594936
Colusa County,2022-03-31,359184.27059222845
Plumas County,2022-03-31,374932.0968154368
Inyo County,2022-03-31,473735.8150367854
Mariposa County,2022-03-31,426529.1835287696
Trinity County,2022-03-31,336185.2386171396
Mono County,2022-03-31,839995.5710855998
Modoc County,2022-03-31,172091.13435929533
Sierra County,2022-03-31,321739.93625523965
Alpine County,2022-03-31,600836.4622553178
Los Angeles County,2022-04-30,885482.2203834796
San Diego County,2022-04-30,941768.7198750228
Orange County,2022-04-30,1100800.682304179
Riverside County,2022-04-30,602585.2985988007
San Bernardino County,2022-04-30,528427.3111250623
Santa Clara County,2022-04-30,1774827.4677812485
Alameda County,2022-04-30,1288150.6951940206
Sacramento County,2022-04-30,573941.2549352301
Contra Costa County,2022-04-30,932254.0792909556
Fresno County,2022-04-30,391701.1194036128
Kern County,2022-04-30,329979.31098178745
San Francisco County,2022-04-30,1685560.878877777
Ventura County,2022-04-30,884817.814368361
San Joaquin County,2022-04-30,574936.9398483754
San Mateo County,2022-04-30,1833102.5618056515
Stanislaus County,2022-04-30,466104.5736741959
Sonoma County,2022-04-30,845402.5433535712
Tulare County,2022-04-30,332464.0203136
Solano County,2022-04-30,626877.7123857468
Santa Barbara County,2022-04-30,956037.7634508044
Monterey County,2022-04-30,848789.2120316952
Placer County,2022-04-30,738566.4152378732
San Luis Obispo County,2022-04-30,857252.4862227999
Merced County,2022-04-30,420128.30315706367
Santa Cruz County,2022-04-30,1246789.1493260942
Marin County,2022-04-30,1717228.585245672
Butte County,2022-04-30,431042.6034491332
Yolo County,2022-04-30,652894.5099643455
El Dorado County,2022-04-30,698831.2180962875
Shasta County,2022-04-30,382611.3481755192
Imperial County,2022-04-30,308700.4360671495
Madera County,2022-04-30,393295.36692419206
Kings County,2022-04-30,324994.1270300572
Napa County,2022-04-30,950611.5769163758
Humboldt County,2022-04-30,499097.1652058165
Nevada County,2022-04-30,672261.3728010497
Sutter County,2022-04-30,448154.7937095647
Mendocino County,2022-04-30,622972.0909141708
Yuba County,2022-04-30,430491.3711537616
Lake County,2022-04-30,352566.0463896434
Tehama County,2022-04-30,330832.479657136
San Benito County,2022-04-30,850611.599712469
Tuolumne County,2022-04-30,421846.69136947766
Calaveras County,2022-04-30,479508.92356425454
Siskiyou County,2022-04-30,301759.5618594277
Amador County,2022-04-30,453938.1180741263
Lassen County,2022-04-30,234203.91508602377
Glenn County,2022-04-30,355193.84568291047
Del Norte County,2022-04-30,363272.1527631276
Colusa County,2022-04-30,363649.2217621631
Plumas County,2022-04-30,378980.89486116014
Inyo County,2022-04-30,482067.7598191499
Mariposa County,2022-04-30,431189.03874774487
Trinity County,2022-04-30,337410.1685502556
Mono County,2022-04-30,858229.2651462676
Modoc County,2022-04-30,173590.86022101165
Sierra County,2022-04-30,328182.8328499616
Alpine County,2022-04-30,608064.0704042051
Los Angeles County,2022-05-31,895230.8418462764
San Diego County,2022-05-31,962113.7615034236
Orange County,2022-05-31,1122059.2831062358
Riverside County,2022-05-31,613827.3885400202
San Bernardino County,2022-05-31,535566.9795368575
Santa Clara County,2022-05-31,1797998.592735489
Alameda County,2022-05-31,1306355.0467262056
Sacramento County,2022-05-31,581778.6592226635
Contra Costa County,2022-05-31,943383.4029157166
Fresno County,2022-05-31,397722.9674293641
Kern County,2022-05-31,335481.56538395124
San Francisco County,2022-05-31,1694459.0159048832
Ventura County,2022-05-31,899097.9499091911
San Joaquin County,2022-05-31,583107.3555314165
San Mateo County,2022-05-31,1854082.376157947
Stanislaus County,2022-05-31,472270.91392363486
Sonoma County,2022-05-31,855379.6886288811
Tulare County,2022-05-31,336875.956707924
Solano County,2022-05-31,634010.2089315531
Santa Barbara County,2022-05-31,977353.7266068686
Monterey County,2022-05-31,860252.7114668047
Placer County,2022-05-31,748723.4074994661
San Luis Obispo County,2022-05-31,871454.6397021962
Merced County,2022-05-31,426633.9063715998
Santa Cruz County,2022-05-31,1268491.1528481313
Marin County,2022-05-31,1749756.7063109998
Butte County,2022-05-31,435512.6950661182
Yolo County,2022-05-31,660611.8496184667
El Dorado County,2022-05-31,707585.4752022586
Shasta County,2022-05-31,387034.3519245661
Imperial County,2022-05-31,310982.93216929067
Madera County,2022-05-31,398531.3326792033
Kings County,2022-05-31,329561.31236495206
Napa County,2022-05-31,964497.7832201474
Humboldt County,2022-05-31,503753.0700877187
Nevada County,2022-05-31,679904.9029501267
Sutter County,2022-05-31,455109.22064221743
Mendocino County,2022-05-31,621746.2334768246
Yuba County,2022-05-31,436654.3457544295
Lake County,2022-05-31,356386.12406315136
Tehama County,2022-05-31,334139.5021613703
San Benito County,2022-05-31,857866.4645757643
Tuolumne County,2022-05-31,428023.161925636
Calaveras County,2022-05-31,486605.1055012338
Siskiyou County,2022-05-31,304645.7814980847
Amador County,2022-05-31,458780.4302838867
Lassen County,2022-05-31,235563.8177959052
Glenn County,2022-05-31,358775.2897488205
Del Norte County,2022-05-31,364380.1558020322
Colusa County,2022-05-31,366304.8908914278
Plumas County,2022-05-31,382936.2460180333
Inyo County,2022-05-31,491115.9030861647
Mariposa County,2022-05-31,435862.9391860592
Trinity County,2022-05-31,338791.703705793
Mono County,2022-05-31,875132.9441177839
Modoc County,2022-05-31,174840.80547471112
Sierra County,2022-05-31,333335.10321766016
Alpine County,2022-05-31,616353.5069199497
Los Angeles County,2022-06-30,900818.797449134
San Diego County,2022-06-30,972884.5500200316
Orange County,2022-06-30,1133614.0739301953
Riverside County,2022-06-30,621744.8288271287
San Bernardino County,2022-06-30,540343.599066758
Santa Clara County,2022-06-30,1797212.0169425646
Alameda County,2022-06-30,1306904.4286189368
Sacramento County,2022-06-30,585998.2323613439
Contra Costa County,2022-06-30,945427.3754044232
Fresno County,2022-06-30,401887.5518853152
Kern County,2022-06-30,339926.0632460024
San Francisco County,2022-06-30,1686512.1694008869
Ventura County,2022-06-30,906111.403123463
San Joaquin County,2022-06-30,587541.1200345025
San Mateo County,2022-06-30,1854713.1495443203
Stanislaus County,2022-06-30,476329.8709164001
Sonoma County,2022-06-30,858101.4960666131
Tulare County,2022-06-30,340625.6733139613
Solano County,2022-06-30,636461.4551050258
Santa Barbara County,2022-06-30,990102.5573950296
Monterey County,2022-06-30,865595.763840455
Placer County,2022-06-30,753220.8085625452
San Luis Obispo County,2022-06-30,878839.2519555808
Merced County,2022-06-30,430504.16120734834
Santa Cruz County,2022-06-30,1272969.8134817083
Marin County,2022-06-30,1765576.5824353069
Butte County,2022-06-30,438014.9383703189
Yolo County,2022-06-30,664413.8949749555
El Dorado County,2022-06-30,710166.0596432906
Shasta County,2022-06-30,390061.6225426791
Imperial County,2022-06-30,313664.61462559534
Madera County,2022-06-30,402417.8221683879
Kings County,2022-06-30,333302.3671221839
Napa County,2022-06-30,968889.728205862
Humboldt County,2022-06-30,507490.2889027445
Nevada County,2022-06-30,681557.6127603836
Sutter County,2022-06-30,459405.6115195308
Mendocino County,2022-06-30,620731.129881097
Yuba County,2022-06-30,440791.9613490288
Lake County,2022-06-30,358443.4715770721
Tehama County,2022-06-30,336867.6084464707
San Benito County,2022-06-30,857538.4926421965
Tuolumne County,2022-06-30,431771.82400819
Calaveras County,2022-06-30,491438.0893842483
Siskiyou County,2022-06-30,306803.5894189722
Amador County,2022-06-30,461232.000516055
Lassen County,2022-06-30,236591.2398492751
Glenn County,2022-06-30,360047.5389335922
Del Norte County,2022-06-30,364936.2445962992
Colusa County,2022-06-30,367471.7637956376
Plumas County,2022-06-30,386620.0855488754
Inyo County,2022-06-30,497744.75283356034
Mariposa County,2022-06-30,439209.3412019352
Trinity County,2022-06-30,339909.24146625755
Mono County,2022-06-30,888593.9898090259
Modoc County,2022-06-30,175798.1068169392
Sierra County,2022-06-30,337510.66696066846
Alpine County,2022-06-30,622459.104085497
Los Angeles County,2022-07-31,903643.6209419852
San Diego County,2022-07-31,972491.6272555948
Orange County,2022-07-31,1133855.1161920244
Riverside County,2022-07-31,624967.199125121
San Bernardino County,2022-07-31,541900.1225066964
Santa Clara County,2022-07-31,1775629.9353495855
Alameda County,2022-07-31,1290165.4014893316
Sacramento County,2022-07-31,585744.244817525
Contra Costa County,2022-07-31,937521.631981181
Fresno County,2022-07-31,403671.3842984728
Kern County,2022-07-31,342431.8190164256
San Francisco County,2022-07-31,1663225.9263452822
Ventura County,2022-07-31,905468.985957381
San Joaquin County,2022-07-31,587631.6588174413
San Mateo County,2022-07-31,1836040.7221751823
Stanislaus County,2022-07-31,477620.76679493976
Sonoma County,2022-07-31,854530.6336365306
Tulare County,2022-07-31,342993.1692929939
Solano County,2022-07-31,633792.3869727327
Santa Barbara County,2022-07-31,993703.1083899582
Monterey County,2022-07-31,863706.5769570549
Placer County,2022-07-31,751278.005914256
San Luis Obispo County,2022-07-31,879745.35000125
Merced County,2022-07-31,431756.4089713991
Santa Cruz County,2022-07-31,1259209.8430354744
Marin County,2022-07-31,1760589.9876947708
Butte County,2022-07-31,437684.5085628415
Yolo County,2022-07-31,664204.7979807355
El Dorado County,2022-07-31,705640.1309154193
Shasta County,2022-07-31,391047.30185419024
Imperial County,2022-07-31,315621.73502456705
Madera County,2022-07-31,404436.2592651154
Kings County,2022-07-31,335282.3977904524
Napa County,2022-07-31,965590.9970013308
Humboldt County,2022-07-31,508421.9957799465
Nevada County,2022-07-31,678063.4042868372
Sutter County,2022-07-31,460515.9277310181
Mendocino County,2022-07-31,618752.3492246564
Yuba County,2022-07-31,441790.4536957622
Lake County,2022-07-31,358544.5893818722
Tehama County,2022-07-31,338029.60272633866
San Benito County,2022-07-31,850352.5797621544
Tuolumne County,2022-07-31,432412.46544711984
Calaveras County,2022-07-31,491935.0525300519
Siskiyou County,2022-07-31,307849.1919701965
Amador County,2022-07-31,461102.8895718991
Lassen County,2022-07-31,236647.7725740297
Glenn County,2022-07-31,359882.1117502518
Del Norte County,2022-07-31,363675.7723881812
Colusa County,2022-07-31,367668.8248567183
Plumas County,2022-07-31,388133.53253207146
Inyo County,2022-07-31,500879.31033144536
Mariposa County,2022-07-31,439372.40131975774
Trinity County,2022-07-31,337516.19633472344
Mono County,2022-07-31,893671.4620949136
Modoc County,2022-07-31,176444.2283638469
Sierra County,2022-07-31,339728.9771135692
Alpine County,2022-07-31,623675.3406158179
Los Angeles County,2022-08-31,901667.53508216
San Diego County,2022-08-31,962747.9687498552
Orange County,2022-08-31,1126973.91284716
Riverside County,2022-08-31,623291.9504838749
San Bernardino County,2022-08-31,540328.9755638484
Santa Clara County,2022-08-31,1737516.6401040095
Alameda County,2022-08-31,1261156.313599788
Sacramento County,2022-08-31,580547.2560309954
Contra Costa County,2022-08-31,921853.4734130352
Fresno County,2022-08-31,403036.0408883563
Kern County,2022-08-31,342888.07025795046
San Francisco County,2022-08-31,1626258.9714567151
Ventura County,2022-08-31,898680.3142402052
San Joaquin County,2022-08-31,583454.0347224175
San Mateo County,2022-08-31,1798700.536726555
Stanislaus County,2022-08-31,475496.3902711181
Sonoma County,2022-08-31,846668.8511970436
Tulare County,2022-08-31,343929.8721205177
Solano County,2022-08-31,626923.4698337225
Santa Barbara County,2022-08-31,987978.09946021
Monterey County,2022-08-31,855928.8899625647
Placer County,2022-08-31,743482.7302372213
San Luis Obispo County,2022-08-31,875554.129725831
Merced County,2022-08-31,430387.4117384176
Santa Cruz County,2022-08-31,1234832.1771871715
Marin County,2022-08-31,1735263.938914792
Butte County,2022-08-31,434988.9667264943
Yolo County,2022-08-31,659444.6105651896
El Dorado County,2022-08-31,695828.1336324454
Shasta County,2022-08-31,389743.1344433191
Imperial County,2022-08-31,315734.4717102265
Madera County,2022-08-31,404306.3234485581
Kings County,2022-08-31,335403.8828135136
Napa County,2022-08-31,955228.3843299126
Humboldt County,2022-08-31,505932.0459876624
Nevada County,2022-08-31,669676.182594356
Sutter County,2022-08-31,458517.0064773168
