place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
94080 South San Francisco,zcta,94080,South San Francisco,37.6551745,-122.4183842,864906,,2016-04-30,10,0,Zillow ZIP-level market for South San Francisco; mapped with Census 2020 ZCTA 94080 in San Mateo County.,,,,
94015 Daly City,zcta,94015,Daly City,37.681313,-122.4808519,871605,,2016-04-30,10,0,Zillow ZIP-level market for Daly City; mapped with Census 2020 ZCTA 94015 in San Mateo County.,,,,
94014 Daly City,zcta,94014,Daly City,37.6906862,-122.4477376,812600,,2016-04-30,10,0,Zillow ZIP-level market for Daly City; mapped with Census 2020 ZCTA 94014 in San Mateo County.,,,,
94303 East Palo Alto,zcta,94303,East Palo Alto,37.4578826,-122.1150968,1653289,,2016-04-30,10,0,Zillow ZIP-level market for East Palo Alto; mapped with Census 2020 ZCTA 94303 in San Mateo County.,,,,
94403 San Mateo,zcta,94403,San Mateo,37.5384494,-122.305447,1298439,,2016-04-30,10,0,Zillow ZIP-level market for San Mateo; mapped with Census 2020 ZCTA 94403 in San Mateo County.,,,,
94025 Menlo Park,zcta,94025,Menlo Park,37.451252,-122.1823426,2232420,,2016-04-30,10,0,Zillow ZIP-level market for Menlo Park; mapped with Census 2020 ZCTA 94025 in San Mateo County.,,,,
94066 San Bruno,zcta,94066,San Bruno,37.625389,-122.4323558,901245,,2016-04-30,10,0,Zillow ZIP-level market for San Bruno; mapped with Census 2020 ZCTA 94066 in San Mateo County.,,,,
94010 Hillsborough,zcta,94010,Hillsborough,37.5719177,-122.3750285,2552998,,2016-04-30,10,0,Zillow ZIP-level market for Hillsborough; mapped with Census 2020 ZCTA 94010 in San Mateo County.,,,,
94061 Redwood City,zcta,94061,Redwood City,37.4611469,-122.2369482,1392375,,2016-04-30,10,0,Zillow ZIP-level market for Redwood City; mapped with Census 2020 ZCTA 94061 in San Mateo County.,,,,
94044 Pacifica,zcta,94044,Pacifica,37.6065981,-122.4772305,885135,,2016-04-30,10,0,Zillow ZIP-level market for Pacifica; mapped with Census 2020 ZCTA 94044 in San Mateo County.,,,,
94404 Foster City,zcta,94404,Foster City,37.5559985,-122.2676793,1449546,,2016-04-30,10,0,Zillow ZIP-level market for Foster City; mapped with Census 2020 ZCTA 94404 in San Mateo County.,,,,
94063 Redwood City,zcta,94063,Redwood City,37.493306,-122.1956057,871859,,2016-04-30,10,0,Zillow ZIP-level market for Redwood City; mapped with Census 2020 ZCTA 94063 in San Mateo County.,,,,
94401 San Mateo,zcta,94401,San Mateo,37.5751719,-122.3198815,1003013,,2016-04-30,10,0,Zillow ZIP-level market for San Mateo; mapped with Census 2020 ZCTA 94401 in San Mateo County.,,,,
94070 San Carlos,zcta,94070,San Carlos,37.4964691,-122.2725564,1746251,,2016-04-30,10,0,Zillow ZIP-level market for San Carlos; mapped with Census 2020 ZCTA 94070 in San Mateo County.,,,,
94062 Emerald Lake Hills,zcta,94062,Emerald Lake Hills,37.4225313,-122.2858204,2036274,,2016-04-30,10,0,Zillow ZIP-level market for Emerald Lake Hills; mapped with Census 2020 ZCTA 94062 in San Mateo County.,,,,
