place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
93906 Salinas,zcta,93906,Salinas,36.7226758,-121.6336673,404806,,2016-04-30,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93906 in Monterey County.,,,,
93905 Salinas,zcta,93905,Salinas,36.685068,-121.6059918,370413,,2016-04-30,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93905 in Monterey County.,,,,
93955 Seaside,zcta,93955,Seaside,36.6147893,-121.7880224,467413,,2016-04-30,10,0,Zillow ZIP-level market for Seaside; mapped with Census 2020 ZCTA 93955 in Monterey County.,,,,
93940 Monterey,zcta,93940,Monterey,36.5622513,-121.8056041,794591,1666,2016-04-30,10,0,Zillow ZIP-level market for Monterey; mapped with Census 2020 ZCTA 93940 in Monterey County.,,1666,Zillow ZORI,
93901 Salinas,zcta,93901,Salinas,36.6478557,-121.6303055,456665,,2016-04-30,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93901 in Monterey County.,,,,
93960 Soledad,zcta,93960,Soledad,36.4056248,-121.3230545,339692,,2016-04-30,10,0,Zillow ZIP-level market for Soledad; mapped with Census 2020 ZCTA 93960 in Monterey County.,,,,
93907 Salinas,zcta,93907,Salinas,36.7667808,-121.6667222,463548,,2016-04-30,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93907 in Monterey County.,,,,
93933 Marina,zcta,93933,Marina,36.6769665,-121.7814506,541076,,2016-04-30,10,0,Zillow ZIP-level market for Marina; mapped with Census 2020 ZCTA 93933 in Monterey County.,,,,
93908 Salinas,zcta,93908,Salinas,36.6260439,-121.6021208,718430,,2016-04-30,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93908 in Monterey County.,,,,
93927 Greenfield,zcta,93927,Greenfield,36.2755866,-121.3919238,282665,,2016-04-30,10,0,Zillow ZIP-level market for Greenfield; mapped with Census 2020 ZCTA 93927 in Monterey County.,,,,
93930 King City,zcta,93930,King City,36.199798,-121.0823084,278128,,2016-04-30,10,0,Zillow ZIP-level market for King City; mapped with Census 2020 ZCTA 93930 in Monterey County.,,,,
93923 Carmel-by-the-Sea,zcta,93923,Carmel-by-the-Sea,36.4057748,-121.7960177,1519780,,2016-04-30,10,0,Zillow ZIP-level market for Carmel-by-the-Sea; mapped with Census 2020 ZCTA 93923 in Monterey County.,,,,
93950 Pacific Grove,zcta,93950,Pacific Grove,36.6191012,-121.925439,885796,,2016-04-30,10,0,Zillow ZIP-level market for Pacific Grove; mapped with Census 2020 ZCTA 93950 in Monterey County.,,,,
95012 Moss Landing,zcta,95012,Moss Landing,36.7888278,-121.7348886,434187,,2016-04-30,10,0,Zillow ZIP-level market for Moss Landing; mapped with Census 2020 ZCTA 95012 in Monterey County.,,,,
93926 Gonzales,zcta,93926,Gonzales,36.5258701,-121.3967349,336447,,2016-04-30,10,0,Zillow ZIP-level market for Gonzales; mapped with Census 2020 ZCTA 93926 in Monterey County.,,,,
93924 Carmel Valley,zcta,93924,Carmel Valley,36.4156034,-121.6376512,929618,,2016-04-30,10,0,Zillow ZIP-level market for Carmel Valley; mapped with Census 2020 ZCTA 93924 in Monterey County.,,,,
93451 San Miguel,zcta,93451,San Miguel,35.9325407,-120.5608608,356903,,2016-04-30,10,0,Zillow ZIP-level market for San Miguel; mapped with Census 2020 ZCTA 93451 in Monterey County.,,,,
93953 Del Monte Forest,zcta,93953,Del Monte Forest,36.5874412,-121.9448163,1614466,,2016-04-30,10,0,Zillow ZIP-level market for Del Monte Forest; mapped with Census 2020 ZCTA 93953 in Monterey County.,,,,
93920 Big Sur,zcta,93920,Big Sur,36.0522456,-121.514405,1451475,,2016-04-30,10,0,Zillow ZIP-level market for Big Sur; mapped with Census 2020 ZCTA 93920 in Monterey County.,,,,
95039 Moss Landing,zcta,95039,Moss Landing,36.8277452,-121.7652904,612403,,2016-04-30,10,0,Zillow ZIP-level market for Moss Landing; mapped with Census 2020 ZCTA 95039 in Monterey County.,,,,
93426 Bradley,zcta,93426,Bradley,35.8401388,-120.9751859,436408,,2016-04-30,10,0,Zillow ZIP-level market for Bradley; mapped with Census 2020 ZCTA 93426 in Monterey County.,,,,
93925 Chualar,zcta,93925,Chualar,36.5884824,-121.3992167,442492,,2016-04-30,10,0,Zillow ZIP-level market for Chualar; mapped with Census 2020 ZCTA 93925 in Monterey County.,,,,
93932 Lockwood,zcta,93932,Lockwood,35.9897549,-121.0643592,517655,,2016-04-30,10,0,Zillow ZIP-level market for Lockwood; mapped with Census 2020 ZCTA 93932 in Monterey County.,,,,
93962 Salinas,zcta,93962,Salinas,36.6247156,-121.646487,533461,,2016-04-30,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93962 in Monterey County.,,,,
93906 Salinas,zcta,93906,Salinas,36.7226758,-121.6336673,405256,,2016-05-31,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93906 in Monterey County.,,,,
93905 Salinas,zcta,93905,Salinas,36.685068,-121.6059918,371384,,2016-05-31,10,0,Zillow ZIP-level market for Salinas; mapped with Census 2020 ZCTA 93905 in Monterey County.,,,,
