place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,129931,,2016-04-30,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,216185,,2016-04-30,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,290652,,2016-04-30,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,193602,,2016-04-30,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,195831,,2016-04-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,172326,,2016-04-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,131808,,2016-05-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,216670,,2016-05-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,291555,,2016-05-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,194194,,2016-05-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,195682,,2016-05-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,171768,,2016-05-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,133031,,2016-06-30,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,216723,,2016-06-30,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,291970,,2016-06-30,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,194332,,2016-06-30,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,194852,,2016-06-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,170899,,2016-06-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,134166,,2016-07-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,217651,,2016-07-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,292859,,2016-07-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,193966,,2016-07-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,194291,,2016-07-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,170701,,2016-07-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,135573,,2016-08-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,219014,,2016-08-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,294325,,2016-08-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,193951,,2016-08-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,194781,,2016-08-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,170454,,2016-08-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,137512,,2016-09-30,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,221634,,2016-09-30,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,296826,,2016-09-30,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,194286,,2016-09-30,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,196934,,2016-09-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,171550,,2016-09-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,138756,,2016-10-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,223543,,2016-10-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,299754,,2016-10-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,194786,,2016-10-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,199043,,2016-10-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,172394,,2016-10-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,139403,,2016-11-30,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,225243,,2016-11-30,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,301297,,2016-11-30,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,195228,,2016-11-30,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,201845,,2016-11-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,172669,,2016-11-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,140027,,2016-12-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,226914,,2016-12-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,302991,,2016-12-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,195886,,2016-12-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,204594,,2016-12-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,172170,,2016-12-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,141155,,2017-01-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,229698,,2017-01-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,305413,,2017-01-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,197584,,2017-01-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,207574,,2017-01-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,172866,,2017-01-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,142818,,2017-02-28,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,232512,,2017-02-28,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,309499,,2017-02-28,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,199717,,2017-02-28,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,210718,,2017-02-28,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,174470,,2017-02-28,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,144606,,2017-03-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,235474,,2017-03-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,313596,,2017-03-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,202562,,2017-03-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,212823,,2017-03-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,176696,,2017-03-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,146510,,2017-04-30,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,238276,,2017-04-30,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,317581,,2017-04-30,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,205402,,2017-04-30,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,214205,,2017-04-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,178950,,2017-04-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,148142,,2017-05-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,241033,,2017-05-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,320237,,2017-05-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,207774,,2017-05-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,215108,,2017-05-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,181165,,2017-05-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,150221,,2017-06-30,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,243679,,2017-06-30,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,321658,,2017-06-30,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,209388,,2017-06-30,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
96105 nan,zcta,96105,nan,39.6886446,-120.1439959,216639,,2017-06-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96105 in Sierra County.,,,,
95936 nan,zcta,95936,nan,39.5807559,-120.7743459,183090,,2017-06-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95936 in Sierra County.,,,,
96118 Loyalton,zcta,96118,Loyalton,39.6395971,-120.2471441,152161,,2017-07-31,10,0,Zillow ZIP-level market for Loyalton; mapped with Census 2020 ZCTA 96118 in Sierra County.,,,,
96124 Calpine,zcta,96124,Calpine,39.638793,-120.4679416,245404,,2017-07-31,10,0,Zillow ZIP-level market for Calpine; mapped with Census 2020 ZCTA 96124 in Sierra County.,,,,
96126 Sierraville,zcta,96126,Sierraville,39.5497256,-120.4035792,322529,,2017-07-31,10,0,Zillow ZIP-level market for Sierraville; mapped with Census 2020 ZCTA 96126 in Sierra County.,,,,
96125 Sierra City,zcta,96125,Sierra City,39.6135591,-120.6023782,209917,,2017-07-31,10,0,Zillow ZIP-level market for Sierra City; mapped with Census 2020 ZCTA 96125 in Sierra County.,,,,
