place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,94735,,2016-04-30,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,92039,,2016-04-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,117626,,2016-04-30,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,95158,,2016-05-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,93257,,2016-05-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,117429,,2016-05-31,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,95516,,2016-06-30,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,94510,,2016-06-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,117678,,2016-06-30,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,95981,,2016-07-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95463,,2016-07-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,118124,,2016-07-31,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,96540,,2016-08-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95796,,2016-08-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,119390,,2016-08-31,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,97288,,2016-09-30,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95382,,2016-09-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,120419,,2016-09-30,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,98056,,2016-10-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95276,,2016-10-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,121297,,2016-10-31,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,98557,,2016-11-30,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95227,,2016-11-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,121436,,2016-11-30,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,98744,,2016-12-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95389,,2016-12-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,121699,,2016-12-31,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,99190,,2017-01-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,95889,,2017-01-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,122568,,2017-01-31,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,100169,,2017-02-28,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,96947,,2017-02-28,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
96104 Cedarville,zcta,96104,Cedarville,41.4601826,-120.1298646,124149,,2017-02-28,10,0,Zillow ZIP-level market for Cedarville; mapped with Census 2020 ZCTA 96104 in Modoc County.,,,,
96101 Alturas,zcta,96101,Alturas,41.4562516,-120.5113063,101038,,2017-03-31,10,0,Zillow ZIP-level market for Alturas; mapped with Census 2020 ZCTA 96101 in Modoc County.,,,,
96134 nan,zcta,96134,nan,41.8353646,-121.4449904,98788,,2017-03-31,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 96134 in Modoc County.,,,,
