place,kind,zcta,city,latitude,longitude,zhvi,zori,date,label_dx,label_dy,note,hudSafmr,blendedRent,rentSource,hudFiscalYear
95823 Sacramento,zcta,95823,Sacramento,38.4747263,-121.4426355,234315,1178,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95823 in Sacramento County.,,1178,Zillow ZORI,
95630 Folsom,zcta,95630,Folsom,38.662781,-121.140107,501742,1706,2016-04-30,10,0,Zillow ZIP-level market for Folsom; mapped with Census 2020 ZCTA 95630 in Sacramento County.,,1706,Zillow ZORI,
95624 Elk Grove,zcta,95624,Elk Grove,38.4341498,-121.305874,371373,1542,2016-04-30,10,0,Zillow ZIP-level market for Elk Grove; mapped with Census 2020 ZCTA 95624 in Sacramento County.,,1542,Zillow ZORI,
95758 Elk Grove,zcta,95758,Elk Grove,38.429667,-121.4452131,335843,1459,2016-04-30,10,0,Zillow ZIP-level market for Elk Grove; mapped with Census 2020 ZCTA 95758 in Sacramento County.,,1459,Zillow ZORI,
95608 Carmichael,zcta,95608,Carmichael,38.6269352,-121.3311908,364256,1070,2016-04-30,10,0,Zillow ZIP-level market for Carmichael; mapped with Census 2020 ZCTA 95608 in Sacramento County.,,1070,Zillow ZORI,
95828 nan,zcta,95828,nan,38.489426,-121.3959687,252414,,2016-04-30,10,0,Zillow ZIP-level market for nan; mapped with Census 2020 ZCTA 95828 in Sacramento County.,,,,
95670 Rancho Cordova,zcta,95670,Rancho Cordova,38.6042685,-121.2803275,300000,1255,2016-04-30,10,0,Zillow ZIP-level market for Rancho Cordova; mapped with Census 2020 ZCTA 95670 in Sacramento County.,,1255,Zillow ZORI,
95757 Elk Grove,zcta,95757,Elk Grove,38.3316522,-121.4369791,412373,1732,2016-04-30,10,0,Zillow ZIP-level market for Elk Grove; mapped with Census 2020 ZCTA 95757 in Sacramento County.,,1732,Zillow ZORI,
95843 Antelope,zcta,95843,Antelope,38.7153295,-121.3636749,298994,1385,2016-04-30,10,0,Zillow ZIP-level market for Antelope; mapped with Census 2020 ZCTA 95843 in Sacramento County.,,1385,Zillow ZORI,
95822 Sacramento,zcta,95822,Sacramento,38.5128441,-121.4942151,269775,,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95822 in Sacramento County.,,,,
95610 Citrus Heights,zcta,95610,Citrus Heights,38.6949226,-121.2722073,303636,,2016-04-30,10,0,Zillow ZIP-level market for Citrus Heights; mapped with Census 2020 ZCTA 95610 in Sacramento County.,,,,
95831 Sacramento,zcta,95831,Sacramento,38.4957873,-121.5302555,402967,,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95831 in Sacramento County.,,,,
95628 Fair Oaks,zcta,95628,Fair Oaks,38.6520964,-121.2543842,404681,,2016-04-30,10,0,Zillow ZIP-level market for Fair Oaks; mapped with Census 2020 ZCTA 95628 in Sacramento County.,,,,
95826 Rosemont,zcta,95826,Rosemont,38.5438485,-121.3782842,282128,1050,2016-04-30,10,0,Zillow ZIP-level market for Rosemont; mapped with Census 2020 ZCTA 95826 in Sacramento County.,,1050,Zillow ZORI,
95621 Citrus Heights,zcta,95621,Citrus Heights,38.695494,-121.3086239,265448,,2016-04-30,10,0,Zillow ZIP-level market for Citrus Heights; mapped with Census 2020 ZCTA 95621 in Sacramento County.,,,,
95838 Sacramento,zcta,95838,Sacramento,38.6457235,-121.4452544,201249,,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95838 in Sacramento County.,,,,
95835 Sacramento,zcta,95835,Sacramento,38.668491,-121.525602,368477,1598,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95835 in Sacramento County.,,1598,Zillow ZORI,
95833 Sacramento,zcta,95833,Sacramento,38.6190485,-121.5175516,275202,,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95833 in Sacramento County.,,,,
95821 Sacramento,zcta,95821,Sacramento,38.625693,-121.3849162,312915,,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95821 in Sacramento County.,,,,
95820 Sacramento,zcta,95820,Sacramento,38.5349099,-121.4442024,219109,,2016-04-30,10,0,Zillow ZIP-level market for Sacramento; mapped with Census 2020 ZCTA 95820 in Sacramento County.,,,,
